title,keywords
Paddington,"comedy, family, england, train station, based on novel, bear, anthropomorphism, talking to animals, children's book"
Pain & Gain,"miami, scam, crime, weight lifting, weightlifting, duringcreditsstinger, action, thriller, crime"
Paint Your Wagon,"drama, action, comedy, western, music, mining, prospector"
Pale Rider,"gunslinger, showdown, marshal, blackmail, mine, settler, gold mining town, violence, killer, preacher, gold miner, strange person, western, romance"
Palo Alto,"drama, high school, soccer, teenager, older man younger woman relationship, teenage sexuality, woman director"
Pan,"flying, magic, fairy tale, peter pan, mermaid, pirate, fantasy world, adventure, fantasy, family"
Pandaemonium,"drama, foreign"
Pandorum,"horror, action, thriller, science fiction, mystery, dystopia, spaceship, survival, mission"
Panic Room,"burglar, bunker, housebreaking, safe, money, drama, thriller, crime"
Paparazzi,"drama, action, thriller, independent film"
Paper Towns,"drama, mystery, romance, friendship, high school, teenager, classmate, based on young adult novel"
Paranormal Activity,"horror, mystery, haunting, psychic, entity, demonic possession, found footage"
Paranormal Activity 2,"ouija board, haunting, demonic possession, found footage, duringcreditsstinger, horror, thriller"
Paranormal Activity 3,"horror, witch, sister sister relationship, sequel, prequel, haunting, found footage"
Paranormal Activity 4,"horror, garage, poltergeist, webcam, imaginary friend, bathtub, tricycle, found footage, laptop computer, videotape, evil child, levitation, aftercreditsstinger, neighbor neighbor relationship, adopted child"
Paranormal Activity: The Marked Ones,"supernatural, demon, found footage, horror, thriller"
ParaNorman,"adventure, animation, comedy, family, medium, stop motion, curse, jock, ghost, communicating with the dead, aftercreditsstinger, dealing with the past, witch trial, child witch, empathy, strange"
Parental Guidance,comedy
"Paris, je t'aime","drama, romance, paris, city portrait, jazz, subway, new love, immigration, nanny, tourist, woman director"
Parker,"action, crime, professional thief, jewel robbery"
Partition,"drama, romance, foreign, drama, independent film"
Party Monster,"drama, comedy, crime, new york, hotel, based on novel, birthday, bath, nightclub, donut, hallucination, costume, injection, death of a friend, arrest, police, party, friends, independent film, man man relationship, money, drug"
Passchendaele,"drama, history, romance, war, nurse, battle, platoon, veteran, recruitment"
Pat Garrett & Billy the Kid,"sheriff, aging, billy the kid, lawlessness, gun battle, gore, breast, old friends, flogging, man slaps a woman, pat garrett, manhunt, western"
Patch Adams,"drama, comedy, nurse, hospital, doctor, laughter"
Pathology,"female nudity, pathology, student of medicine, extortion, drug use, game, cadaver, perfect murder, horror, thriller, crime"
Patriot Games,"drama, action, thriller, crime, assassination, assassin, repayment, ira, jack ryan"
Patton,"general, world war ii, normandy, biography, historical figure, d-day, dead soldier, tank, steel helmet, destiny, allies, drama, history, war"
Paul,"adventure, comedy, science fiction, san diego, area 51, alien space craft, hit with a chair, shot in the knee, duringcreditsstinger, 1980s"
Paul Blart: Mall Cop,"security guard, duringcreditsstinger, adventure, action, comedy, family"
Paul Blart: Mall Cop 2,"action, comedy, family, shopping mall, las vegas, security guard"
Pay It Forward,"drama, romance, child's point of view, candlelight vigil, good deed, exotic dancer, schoolteacher, extra credit assignment, disfigurement, junior high school, burn injury, woman director"
Payback,"drama, action, thriller, crime, new york, heroin, money, criminal"
Paycheck,"adventure, action, thriller, science fiction, mystery, prophecy, engineer, scientist, millionaire"
PCU,"mascot, beer keg, political correctness, ultimate frisbee, funky music, fund raiser, stage diving, comedy"
"Peace, Propaganda & the Promised Land",documentary
Peaceful Warrior,"drama, romance"
Pearl Harbor,"history, romance, war, nurse, patriotism, hawaii, world war ii, pilot, pearl harbor, u.s. air force, airplane, war, army, love, pin-up"
Peeples,"comedy, duringcreditsstinger, woman director"
Peggy Sue Got Married,"time travel, high school reunion, fantasy, drama, comedy, romance"
Penguins of Madagascar,"adventure, animation, comedy, family, penguin, madagascar, 3d"
Penitentiary,"drama, action, prison, boxing"
People I Know,"drug addiction, press, release from prison, women's prison, party, exzess, independent film, drug, intrigue, drama, thriller"
Per un pugno di dollari,"western, gang war, victim of murder, greed, hostility, spaghetti western"
Percy Jackson & the Olympians: The Lightning Thief,"adventure, fantasy, family, monster, greek mythology, god, poseidon u00a0, lightning bolt, based on young adult novel"
Percy Jackson: Sea of Monsters,"poison, hermes, poseidon, demigod, golden fleece, olympus, 3d, kronos, overthrow olympus, based on young adult novel, adventure, fantasy, family"
Perfect Cowboy,drama
Perfume: The Story of a Murderer,"paris, female nudity, prostitute, small town, obsession, orgy, bad smell, nudity, lone wolf, lavender, nose, child prodigy, fish market, daughter, supernatural, genius, children's home, death, perfume, fantasy, drama, crime"
Perrier’s Bounty,"drama, action, comedy, crime, suspense"
Persepolis,"animation, drama, civil war, parents kids relationship, 1970s, puberty, totalitarian regime, cutting the cord, punk, bomb alarm, war, adult animation, punk band, woman director"
Pet Sematary,"drama, horror, coffin, pet, funeral, head injury, grief, new neighbor, pet cemetery, dead cat, death of patient, loss of pet, dead lover, mother son relationship, hit by truck, ghost, grave robbing, indian burial ground, woman director, flashback, burial ground"
Pete's Dragon,"adventure, fantasy, family, feral child, remake, dragon, orphan, 1980s, live action and animation"
Phantasm II,"horror, action, thriller, science fiction, portal, undertaker, evil, tall man, sentinals"
Phat Girlz,"woman director, comedy, romance"
Phenomenon,"fantasy, drama, science fiction, romance, brain tumor, telekinesis, genius, terminal illness, doctor, psionic power"
Philadelphia,"gay, aids, homophobia, jurors, court, partner, hiv, lawyer, dying, discrimination, judiciary, drama"
Philomena,"drama, mother, washington d.c., journalist, adoption, forgiveness, son, faith, search, church, ireland, based on true events, nuns"
Phone Booth,"terrorist, phone booth, psychopath, drama, thriller"
Pi,"drama, thriller, mystery, hacker, mathematician, helix, headache, chaos theory, migraine, mathematics, insanity, genius"
Pieces of April,"sex, thanksgiving, road trip, love, independent film, neighbor, marijuana, family, illness, drama, comedy"
Pierrot le fou,"drama, thriller, paris, painting, independent film, money, bombing, bullet, dock, french noir"
Pineapple Express,"smoking, marijuana, stoner, roach, lollipop, painting toenails, radio call in show, driving through a wall, seed, reference to pandora's box, action, comedy"
Pink Flamingos,"horror, comedy, crime, gay, trailer park, pop culture, drug dealer, heroin, fetishism, spanner, excrements , disgust, dog dirt, van, independent film, adult humor, unsimulated sex, cult classic, drag, hitchhike"
Pink Narcissus,"drama, romance, dream, prostitution"
"Pink Ribbons, Inc.","documentary, marketing, breast cancer, corporatism, woman director"
Pinocchio,"animation, family, italy, lie, magic, fairy, pinocchio, carnival, wish, boy, nose, puppet, animation, pool, conscience, jackass, figaro, sneezing, toy comes to life"
Piranha 3D,"yacht, movie in movie, scuba diving, piranha, spring break, man eaten by monster, 3d, horror, comedy"
Pirates of the Caribbean: At World's End,"adventure, fantasy, action, ocean, drug abuse, exotic island, east india trading company, love of one's life, traitor, shipwreck, strong woman, ship, alliance, calypso, afterlife, fighter, pirate, swashbuckler, aftercreditsstinger"
Pirates of the Caribbean: Dead Man's Chest,"witch, fortune teller, bondage, exotic island, monster, captain, card game, east india trading company, compass, ship, daughter, pirate, swashbuckler, aftercreditsstinger, adventure, fantasy, action"
Pirates of the Caribbean: On Stranger Tides,"adventure, fantasy, action, sea, captain, mutiny, sword, prime minister, sailing, silver, ship, duke, mermaid, pirate, soldier, battle, swashbuckler, aftercreditsstinger, 3d"
Pirates of the Caribbean: The Curse of the Black Pearl,"exotic island, blacksmith, east india trading company, gold, marriage proposal, mutiny, jamaica, skeleton, daughter, governor, wooden eye, gold coin, pirate, alcoholic, swashbuckler, caribbean, aftercreditsstinger, pirate ship, capuchin monkey, tortuga, adventure, fantasy, action"
Pitch Black,"action, thriller, science fiction, darkness, dystopia, comet, alien life-form, survival, eclipse, flask, corps"
Pitch Perfect,"comedy, music, romance, competition, roommate, college, female friendship, music, hazing, male female relationship, audition, group of friends, dorm room, bickering, dj, singing competition, film score, female musician, singing contest, young adult, acapella"
Pitch Perfect 2,"music, sequel, singer, male female relationship, audition, group of friends, duringcreditsstinger, singing competition, female musician, singing contest, woman director, acapella, comedy, music"
Pixels,"action, comedy, science fiction, video game, nerd, alien attack, 3d, pixels"
Planet 51,"adventure, animation, comedy, science fiction, family, flying saucer, alien life-form, spaceship, alien, alien planet, planet, duringcreditsstinger"
Planet of the Apes,"adventure, action, thriller, science fiction, gorilla, space marine, space suit, revolution, chimp, slavery, space travel, time travel, dystopia, alien planet, ape, human subjugation"
Plastic,"drama, action, comedy, crime"
Platoon,"famous score, hero, mine, vietnam war, village, gore, jungle, f word, soldier, battle, combat, 1960s, drama, action, war"
Play It to the Bone,"drama, comedy, sport"
Playing for Keeps,"mother, father son relationship, field, athlete, soccer, parent, penalty kick, comedy, romance"
Please Give,"drama, comedy, suicide, new york, infidelity, cancer, independent film, neighbor, apartment, woman director"
Plush,"thriller, woman director"
Pocahontas,"adventure, animation, drama, family, culture clash, settler, forbidden love, colony, musical, gold rush, princess, romance, native american, animation, virginia, star crossed lovers, reference to pizarro, jamestown virginia, pug dog, cross cultural relationship, musket, animate tree, indian chief, based on folk tale, 17th century, shamanism, songs, indians vs. settlers, animal sidekick, powhatan, land claim"
